OrderID,PayInCurrencyKey,PayoutCurrencyKey,PayoutCountryKey,PayinCountryKey,SenderKey,PayInValue,CommissionExchangeRate,PayOutPartnerCommission,OrderCreated,OrderPaid,OrderCompleted,OrderCancelled
9630622,169,100,133,205,2139908,906.0,40.112263,220.0,2012/01/05 05:24,2012/01/05 00:00,2012/01/06 09:28,1970/01/01 00:00
9489788,169,151,239,205,2139983,1374.0,0.072467,0.6,2011/12/26 16:31,2011/12/27 00:00,2011/12/29 10:09,1970/01/01 00:00
9576942,169,169,239,205,1590325,1320.0,1.0,16.0,2011/12/31 12:04,2011/12/31 00:00,2012/01/01 12:47,1970/01/01 00:00
9523121,169,169,239,205,1217630,3300.0,1.0,26.0,2011/12/28 09:19,2011/12/28 00:00,2012/01/07 06:42,1970/01/01 00:00
9611415,169,151,239,205,533499,3564.0,0.074071,0.0,2012/01/03 11:17,2012/01/03 00:00,2012/01/03 12:02,1970/01/01 00:00
9531846,169,169,239,205,1746714,660.0,1.0,8.0,2011/12/28 20:20,2011/12/29 00:00,2011/12/30 10:15,1970/01/01 00:00
9660241,169,100,133,205,1165036,3237.0,40.772024,800.0,2012/01/07 17:42,1970/01/01 00:00,1970/01/01 00:00,2012/01/13 22:01
9725590,169,100,133,205,1165036,1641.0,41.216132,410.0,2012/01/14 19:15,2012/01/15 00:00,2012/01/15 11:58,1970/01/01 00:00
9708569,169,151,239,205,1746714,3102.0,0.074486,1.4,2012/01/13 06:25,2012/01/13 00:00,2012/01/16 10:34,1970/01/01 00:00
9513031,169,151,239,205,1746714,5937.0,0.072275,2.6,2011/12/28 05:20,2011/12/29 00:00,2012/01/31 13:12,1970/01/01 00:00
9535248,169,100,133,205,1165011,828.0,39.865353,200.0,2011/12/29 07:13,2011/12/29 00:00,2011/12/30 07:40,1970/01/01 00:00
9808721,169,169,239,205,2146301,2640.0,1.0,16.0,2012/01/24 06:44,2012/01/24 00:00,2012/01/25 09:29,1970/01/01 00:00
9658771,169,151,239,205,1165113,2241.0,0.073675,2.0,2012/01/07 13:35,2012/01/08 00:00,2012/01/09 09:16,1970/01/01 00:00
9796618,169,151,239,205,1150532,9093.0,0.073343,0.1,2012/01/22 20:57,2012/01/23 00:00,2012/01/27 09:02,1970/01/01 00:00
9533083,169,169,239,205,958840,1650.0,1.0,20.0,2011/12/29 05:45,2011/12/29 00:00,2012/01/10 08:53,1970/01/01 00:00
9761969,169,151,239,205,958840,2256.0,0.074492,2.0,2012/01/19 08:15,2012/01/19 00:00,2012/01/21 07:12,1970/01/01 00:00
9521960,169,169,239,205,1590961,1650.0,1.0,10.0,2011/12/28 08:48,2011/12/28 00:00,2012/01/02 11:01,1970/01/01 00:00
9693165,169,169,239,205,1590961,660.0,1.0,4.0,2012/01/11 08:28,2012/01/11 00:00,2012/01/13 08:01,1970/01/01 00:00
9733800,169,169,239,205,1590961,660.0,1.0,8.0,2012/01/16 06:47,2012/01/16 00:00,2012/01/17 06:14,1970/01/01 00:00
9505160,169,100,133,205,1555165,831.0,39.740938,200.0,2011/12/27 13:14,2011/12/27 00:00,2012/01/06 11:43,1970/01/01 00:00
9737315,169,100,133,205,1555165,3462.0,41.000871,860.0,2012/01/16 13:19,2012/01/16 00:00,2012/01/17 11:08,1970/01/01 00:00
9811253,169,100,133,205,1534743,1785.0,40.679077,440.0,2012/01/24 08:49,2012/01/24 00:00,2012/01/29 13:11,1970/01/01 00:00
9513213,169,169,239,205,544588,2310.0,1.0,28.0,2011/12/28 05:28,2011/12/28 00:00,2011/12/28 07:25,1970/01/01 00:00
9748594,169,169,239,205,544588,660.0,1.0,8.0,2012/01/18 03:35,2012/01/18 00:00,2012/01/21 12:47,1970/01/01 00:00
9498383,169,169,239,205,1023548,990.0,1.0,6.0,2011/12/27 08:37,2011/12/27 00:00,2011/12/27 10:45,1970/01/01 00:00
9476019,169,169,239,205,1023548,990.0,1.0,6.0,2011/12/26 06:59,2011/12/26 00:00,2011/12/27 10:48,1970/01/01 00:00
9507582,169,151,239,205,1170945,4566.0,0.072275,4.0,2011/12/27 15:15,2011/12/27 00:00,2011/12/28 06:09,1970/01/01 00:00
9526911,169,151,239,205,1170945,2283.0,0.072275,0.1,2011/12/28 11:44,2011/12/29 00:00,2012/01/01 08:47,1970/01/01 00:00
9689456,169,151,239,205,1170945,3921.0,0.075747,3.6,2012/01/11 06:06,2012/01/11 00:00,2012/01/11 07:48,1970/01/01 00:00
9689795,169,151,239,205,1170945,4356.0,0.075747,2.0,2012/01/11 06:18,2012/01/11 00:00,2012/01/11 09:30,1970/01/01 00:00
9753112,169,151,239,205,1170945,1353.0,0.074509,0.6,2012/01/18 08:05,2012/01/18 00:00,2012/01/20 06:16,1970/01/01 00:00
9638788,169,169,239,205,537702,990.0,1.0,6.0,2012/01/06 03:56,2012/01/06 00:00,2012/01/08 08:31,1970/01/01 00:00
9552372,169,151,239,205,1177361,3615.0,0.073048,1.6,2011/12/30 07:51,2011/12/30 00:00,2011/12/31 07:30,1970/01/01 00:00
9843164,169,169,239,205,537702,7920.0,1.0,62.4,2012/01/25 15:22,2012/01/25 00:00,2012/03/09 14:22,1970/01/01 00:00
9612449,169,100,133,205,1733117,1191.0,40.154994,290.0,2012/01/03 12:33,2012/01/03 00:00,2012/01/04 09:33,1970/01/01 00:00
9735754,169,100,133,205,1733117,1329.0,41.000526,330.0,2012/01/16 09:49,2012/01/16 00:00,2012/01/18 07:53,1970/01/01 00:00
9802853,169,100,133,205,1733117,2028.0,40.657466,500.0,2012/01/23 12:26,2012/01/23 00:00,2012/01/24 08:21,1970/01/01 00:00
9843809,169,169,239,205,1733110,990.0,1.0,12.0,2012/01/25 16:28,2012/01/27 00:00,2012/01/27 14:20,1970/01/01 00:00
9504646,169,151,239,205,1147738,11466.0,0.071951,5.0,2011/12/27 12:50,2011/12/27 00:00,2011/12/28 10:27,1970/01/01 00:00
9580423,169,151,239,205,1147738,9030.0,0.0731,4.0,2011/12/31 16:32,2011/12/31 00:00,2012/01/02 07:13,1970/01/01 00:00
9631432,169,169,239,205,1147738,3300.0,1.0,40.0,2012/01/05 06:31,2012/01/05 00:00,2012/01/07 06:31,1970/01/01 00:00
9650233,169,151,239,205,1147738,2196.0,0.075156,1.0,2012/01/06 16:39,2012/01/06 00:00,2012/01/07 10:05,1970/01/01 00:00
9647356,169,151,239,205,1147738,15417.0,0.074917,7.0,2012/01/06 11:59,2012/01/06 00:00,2012/01/07 10:07,1970/01/01 00:00
9688906,169,169,239,205,1147738,3300.0,1.0,20.0,2012/01/11 05:33,2012/01/11 00:00,2012/01/14 09:26,1970/01/01 00:00
9512958,169,151,239,205,1202574,2283.0,0.072275,0.0,2011/12/28 05:17,2011/12/28 00:00,2011/12/28 06:44,1970/01/01 00:00
9552406,169,151,239,205,1202574,4518.0,0.073048,2.0,2011/12/30 07:52,2011/12/30 00:00,2011/12/31 08:31,1970/01/01 00:00
9690451,169,151,239,205,1202574,3051.0,0.075747,0.0,2012/01/11 06:43,2012/01/11 00:00,2012/01/11 08:22,1970/01/01 00:00
9823298,169,151,239,205,1202574,3654.0,0.072469,0.0,2012/01/25 04:48,2012/01/25 00:00,2012/01/25 07:50,1970/01/01 00:00
9693838,169,169,239,205,1147731,6600.0,1.0,80.0,2012/01/11 09:00,2012/01/11 00:00,2012/01/13 07:10,1970/01/01 00:00
9584501,169,151,239,205,1753123,4563.0,0.072315,2.0,2012/01/01 07:04,1970/01/01 00:00,1970/01/01 00:00,2012/01/07 22:23
9775505,169,151,239,205,552740,3597.0,0.073418,1.6,2012/01/20 12:58,2012/01/20 00:00,2012/01/22 08:59,1970/01/01 00:00
9843352,169,151,239,205,552740,4569.0,0.072469,2.0,2012/01/25 15:39,2012/01/25 00:00,2012/01/26 08:14,1970/01/01 00:00
9680627,169,151,239,205,2148925,5673.0,0.075605,5.2,2012/01/10 09:17,2012/01/10 00:00,2012/01/10 10:07,1970/01/01 00:00
9772993,169,151,239,205,2148925,5418.0,0.073416,4.8,2012/01/20 09:56,2012/01/20 00:00,2012/01/21 09:04,1970/01/01 00:00
9579962,169,169,239,205,543066,1320.0,1.0,8.0,2011/12/31 15:39,2012/01/01 00:00,2012/01/02 11:44,1970/01/01 00:00
9506175,169,151,239,205,1150398,1848.0,0.071956,0.0,2011/12/27 14:02,2011/12/27 00:00,2011/12/27 14:02,1970/01/01 00:00
9571020,169,151,239,205,1150398,2259.0,0.073078,2.0,2011/12/31 07:32,2011/12/31 00:00,2012/01/03 14:10,1970/01/01 00:00
9782894,169,151,239,205,1150398,2259.0,0.073762,2.0,2012/01/21 09:37,2012/01/21 00:00,2012/01/22 13:17,1970/01/01 00:00
9815784,169,151,239,205,1600462,10959.0,0.072538,4.8,2012/01/24 13:23,2012/01/24 00:00,2012/01/27 10:16,1970/01/01 00:00
9533810,169,169,239,205,543725,1320.0,1.0,16.0,2011/12/29 06:20,2011/12/29 00:00,2011/12/30 08:43,1970/01/01 00:00
9766192,169,169,239,205,533006,4620.0,1.0,28.0,2012/01/19 18:58,2012/01/20 00:00,2012/01/24 09:16,1970/01/01 00:00
9715170,169,169,239,205,542805,660.0,1.0,8.0,2012/01/13 12:49,2012/01/13 00:00,2012/01/14 09:53,1970/01/01 00:00
9753703,169,151,239,205,542805,1353.0,0.074509,0.1,2012/01/18 08:34,2012/01/18 00:00,2012/01/21 07:43,1970/01/01 00:00
9773843,169,151,239,205,542805,1806.0,0.073417,0.1,2012/01/20 10:51,2012/01/20 00:00,2012/01/22 08:51,1970/01/01 00:00
9804621,169,151,239,205,542805,2289.0,0.072588,0.1,2012/01/23 15:40,2012/01/23 00:00,2012/01/27 10:05,1970/01/01 00:00
9675928,169,100,133,205,1555583,1458.0,40.741654,360.0,2012/01/09 18:16,2012/01/10 00:00,2012/01/11 09:59,1970/01/01 00:00
9504739,169,169,239,205,533061,990.0,1.0,6.0,2011/12/27 12:55,2011/12/28 00:00,2011/12/31 10:54,1970/01/01 00:00
9627536,169,169,239,205,538111,1650.0,1.0,10.0,2012/01/04 12:37,2012/01/04 00:00,2012/01/13 11:31,1970/01/01 00:00
9636111,169,169,239,205,533061,2640.0,1.0,16.0,2012/01/05 13:02,2012/01/05 00:00,2012/01/09 09:03,1970/01/01 00:00
9644557,169,100,133,205,951886,1800.0,40.135241,437.84,2012/01/06 09:06,2012/01/07 00:00,2012/01/08 06:42,1970/01/01 00:00
9480208,169,169,239,205,544922,3300.0,1.0,40.0,2011/12/26 09:17,2011/12/26 00:00,2011/12/27 11:29,1970/01/01 00:00
9607171,169,151,239,205,544922,2247.0,0.073421,2.0,2012/01/03 06:56,2012/01/03 00:00,2012/01/03 09:57,1970/01/01 00:00
9727303,169,151,239,205,544922,1323.0,0.074826,1.2,2012/01/15 06:49,2012/01/15 00:00,2012/01/16 10:09,1970/01/01 00:00
9528529,169,169,239,205,952020,660.0,1.0,8.0,2011/12/28 13:23,2011/12/28 00:00,2011/12/30 13:20,1970/01/01 00:00
9663124,169,151,239,205,529560,6690.0,0.073976,6.0,2012/01/08 07:57,1970/01/01 00:00,1970/01/01 00:00,2012/01/14 22:12
9663150,169,151,239,205,529560,6690.0,0.073976,6.0,2012/01/08 07:58,2012/01/08 00:00,2012/01/11 08:50,1970/01/01 00:00
9657925,169,169,239,205,529560,990.0,1.0,6.0,2012/01/07 12:07,2012/01/07 00:00,2012/05/01 08:09,1970/01/01 00:00
9505947,169,169,239,205,1219093,2640.0,1.0,16.0,2011/12/27 13:51,2011/12/27 00:00,2012/01/10 10:06,1970/01/01 00:00
9783322,169,169,239,205,2147094,1650.0,1.0,13.0,2012/01/21 10:11,2012/01/21 00:00,2012/01/21 15:51,1970/01/01 00:00
9579760,169,100,133,205,969016,1230.0,40.250126,300.0,2011/12/31 15:18,1970/01/01 00:00,1970/01/01 00:00,2012/01/06 22:06
9782656,169,100,133,205,969016,8349.0,40.717396,2060.0,2012/01/21 09:18,1970/01/01 00:00,1970/01/01 00:00,2012/01/27 23:20
9780577,169,100,133,205,969016,8106.0,40.715637,2000.0,2012/01/21 07:03,1970/01/01 00:00,1970/01/01 00:00,2012/01/27 23:26
9788153,169,100,133,205,969016,2523.0,40.529721,620.0,2012/01/22 04:38,1970/01/01 00:00,1970/01/01 00:00,2012/01/28 23:13
9802840,169,100,133,205,969016,5277.0,40.657466,1300.0,2012/01/23 12:24,1970/01/01 00:00,1970/01/01 00:00,2012/01/29 23:10
9798282,169,100,133,205,969016,5289.0,40.561534,1300.0,2012/01/23 06:25,1970/01/01 00:00,1970/01/01 00:00,2012/01/29 23:15
9547217,169,100,133,205,969016,1668.0,39.55404,400.0,2011/12/30 05:20,2011/12/30 00:00,2011/12/30 13:24,1970/01/01 00:00
9581395,169,100,133,205,969016,1230.0,40.250126,300.0,2011/12/31 19:13,2012/01/01 00:00,2012/01/02 10:23,1970/01/01 00:00
9659912,169,100,133,205,969016,768.0,40.772024,190.0,2012/01/07 16:25,2012/01/08 00:00,2012/01/08 12:03,1970/01/01 00:00
9788132,169,100,133,205,969016,5700.0,40.529721,1400.0,2012/01/22 04:35,2012/01/22 00:00,2012/01/23 07:30,1970/01/01 00:00
9494156,169,100,133,205,571610,3300.0,40.858511,817.18,2011/12/27 06:22,2011/12/27 00:00,2011/12/27 12:01,1970/01/01 00:00
9624469,169,151,239,205,571717,1341.0,0.073803,0.6,2012/01/04 09:09,2012/01/04 00:00,2012/01/04 09:23,1970/01/01 00:00
9757934,169,151,239,205,571717,2256.0,0.074509,1.0,2012/01/18 15:06,2012/01/18 00:00,2012/01/20 10:54,1970/01/01 00:00
9798412,169,100,133,205,969016,5043.0,40.561534,1240.0,2012/01/23 06:35,2012/01/23 00:00,2012/01/24 08:00,1970/01/01 00:00
9823203,169,100,133,205,969016,1788.0,40.63371,440.0,2012/01/25 04:44,2012/01/25 00:00,2012/01/27 06:39,1970/01/01 00:00
9514972,169,100,133,205,532511,2319.0,39.860705,560.0,2011/12/28 06:20,1970/01/01 00:00,1970/01/01 00:00,2012/01/02 22:27
9516204,169,100,133,205,1138573,1647.0,39.860705,398.0,2011/12/28 06:45,2011/12/28 00:00,2012/01/06 08:13,1970/01/01 00:00
9824600,169,100,133,205,1138573,6603.0,40.63371,1626.0,2012/01/25 05:30,2012/01/25 00:00,2012/01/28 07:55,1970/01/01 00:00
9514685,169,100,133,205,532511,2310.0,39.860705,558.04,2011/12/28 06:13,1970/01/01 00:00,1970/01/01 00:00,2012/01/02 22:27
9755542,169,100,133,205,532511,1800.0,40.890984,446.08,2012/01/18 10:23,1970/01/01 00:00,1970/01/01 00:00,2012/01/23 23:08
9511626,169,100,133,205,532511,2484.0,39.860705,600.0,2011/12/28 03:58,2011/12/28 00:00,2011/12/31 11:37,1970/01/01 00:00
9514851,169,100,133,205,532511,2319.0,39.860705,560.0,2011/12/28 06:17,2011/12/28 00:00,2012/01/06 07:28,1970/01/01 00:00
9619334,169,100,133,205,532511,2058.0,40.112263,500.0,2012/01/04 06:21,2012/01/04 00:00,2012/01/06 10:37,1970/01/01 00:00
9752961,169,103,159,205,1747668,2400.0,3.174395,0.0,2012/01/18 07:58,2012/01/18 00:00,2012/01/20 12:48,1970/01/01 00:00
9770904,169,100,133,205,1747668,4200.0,40.865145,1040.2,2012/01/20 08:08,2012/01/20 00:00,2012/01/24 07:00,1970/01/01 00:00
9810630,169,103,159,205,1747668,1041.0,3.17452,0.0,2012/01/24 08:16,2012/01/24 00:00,2012/02/04 14:46,1970/01/01 00:00
9507173,169,169,239,205,2132043,2640.0,1.0,32.0,2011/12/27 14:51,1970/01/01 00:00,1970/01/01 00:00,2012/01/02 22:46
9507242,169,169,239,205,2132043,2640.0,1.0,16.0,2011/12/27 14:54,2011/12/28 00:00,2012/01/02 13:42,1970/01/01 00:00
9658534,169,169,239,205,2132043,5940.0,1.0,36.0,2012/01/07 13:12,2012/01/07 00:00,2012/01/08 13:39,1970/01/01 00:00
9507111,169,151,239,205,960333,2772.0,0.072053,1.2,2011/12/27 14:47,2011/12/28 00:00,2011/12/30 10:41,1970/01/01 00:00
9561125,169,151,239,205,1129338,1350.0,0.073266,0.0,2011/12/30 12:43,2011/12/30 00:00,2011/12/30 23:03,1970/01/01 00:00
9526769,169,169,239,205,1129338,1650.0,1.0,20.0,2011/12/28 11:36,2011/12/28 00:00,2012/01/03 11:45,1970/01/01 00:00
9693162,169,151,239,205,1129338,1307.01,0.075747,0.0,2012/01/11 08:28,2012/01/11 00:00,2012/01/11 08:28,1970/01/01 00:00
9813264,169,151,239,205,962966,1374.0,0.072538,0.1,2012/01/24 10:47,2012/01/24 00:00,2012/01/29 08:36,1970/01/01 00:00
9658574,169,169,239,205,2132043,5610.0,1.0,34.0,2012/01/07 13:15,2012/01/07 00:00,2012/01/08 13:40,1970/01/01 00:00
9771852,169,169,239,205,2132043,2475.0,1.0,30.0,2012/01/20 08:52,2012/01/20 00:00,2012/01/21 11:41,1970/01/01 00:00
9809712,169,151,239,205,2132043,4581.0,0.072595,0.0,2012/01/24 07:31,2012/01/24 00:00,2012/01/24 08:08,1970/01/01 00:00
9829008,169,169,239,205,1025770,1650.0,1.0,10.0,2012/01/25 07:06,2012/01/25 00:00,2012/01/27 13:24,1970/01/01 00:00
9703746,169,169,239,205,1154799,6600.0,1.0,80.0,2012/01/12 11:04,2012/01/12 00:00,2012/01/13 11:28,1970/01/01 00:00
9724840,169,169,239,205,1154826,990.0,1.0,12.0,2012/01/14 16:00,1970/01/01 00:00,1970/01/01 00:00,2012/01/20 23:02
9725997,169,151,239,205,1154826,1764.0,0.074826,1.6,2012/01/15 04:08,2012/01/16 00:00,2012/01/18 07:43,1970/01/01 00:00
9840175,169,151,239,205,1154826,2742.0,0.072469,1.2,2012/01/25 11:49,2012/01/25 00:00,2012/01/25 14:56,1970/01/01 00:00
9561432,169,151,239,205,534224,3603.0,0.073266,3.2,2011/12/30 12:59,2011/12/30 00:00,2011/12/31 06:14,1970/01/01 00:00
9838324,169,100,133,205,534224,1500.0,40.633713,369.4,2012/01/25 10:27,2012/01/25 00:00,2012/01/31 10:54,1970/01/01 00:00
9529201,169,174,236,205,1136769,2994.0,0.86081,33.0,2011/12/28 14:11,2011/12/28 00:00,2011/12/31 07:18,1970/01/01 00:00
9606613,169,174,236,205,1136769,2709.0,0.86482,31.24,2012/01/03 06:28,2012/01/03 00:00,2012/01/03 09:52,1970/01/01 00:00
9634317,169,169,239,205,1122320,660.0,1.0,8.0,2012/01/05 09:38,2012/01/05 00:00,2012/01/06 07:45,1970/01/01 00:00
9697315,169,169,239,205,1667437,3300.0,1.0,40.0,2012/01/11 13:51,2012/01/11 00:00,2012/01/13 06:59,1970/01/01 00:00
9772080,169,169,239,205,1122404,3300.0,1.0,40.0,2012/01/20 09:05,2012/01/20 00:00,2012/01/20 14:21,1970/01/01 00:00
9674796,169,151,239,205,1747041,3507.0,0.075305,0.1,2012/01/09 15:07,1970/01/01 00:00,1970/01/01 00:00,2012/01/15 22:08
9701882,169,169,239,205,1544817,1650.0,1.0,10.0,2012/01/12 08:09,1970/01/01 00:00,1970/01/01 00:00,2012/01/17 22:08
9702022,169,169,239,205,1544817,1650.0,1.0,10.0,2012/01/12 08:20,2012/01/12 00:00,2012/01/13 07:42,1970/01/01 00:00
9702254,169,169,239,205,1544817,1650.0,1.0,10.0,2012/01/12 08:39,2012/01/12 00:00,2012/01/14 09:45,1970/01/01 00:00
9711696,169,169,239,205,546140,1650.0,1.0,10.0,2012/01/13 08:41,2012/01/13 00:00,2012/01/14 12:30,1970/01/01 00:00
9562087,169,169,239,205,1123404,3300.0,1.0,20.0,2011/12/30 13:31,2011/12/30 00:00,2012/01/02 08:23,1970/01/01 00:00
9645150,169,151,239,205,1089646,3084.0,0.074927,0.0,2012/01/06 09:33,2012/01/06 00:00,2012/01/06 09:52,1970/01/01 00:00
9554831,169,169,239,205,1089648,990.0,1.0,12.0,2011/12/30 08:55,2011/12/30 00:00,2011/12/30 11:29,1970/01/01 00:00
9628014,169,169,239,205,2139817,3300.0,1.0,20.0,2012/01/04 13:36,2012/01/04 00:00,2012/01/11 07:48,1970/01/01 00:00
9588521,169,100,133,205,1234694,10494.0,40.256529,2560.0,2012/01/01 10:30,1970/01/01 00:00,1970/01/01 00:00,2012/01/01 11:40
9589621,169,100,133,205,1234694,9000.0,40.256529,2195.82,2012/01/01 11:39,2012/01/01 00:00,2012/01/02 09:21,1970/01/01 00:00
9689535,169,100,133,205,1234694,8997.0,40.645995,2216.0,2012/01/11 06:10,2012/01/11 00:00,2012/01/16 06:27,1970/01/01 00:00
9490936,169,151,239,205,1137360,3678.0,0.072467,3.2,2011/12/26 18:43,1970/01/01 00:00,1970/01/01 00:00,2012/01/01 22:01
9723662,169,151,239,205,564835,1968.0,0.075409,0.1,2012/01/14 12:57,2012/01/14 00:00,2012/01/16 08:03,1970/01/01 00:00
9651704,169,151,239,205,1089653,897.0,0.073672,0.1,2012/01/07 04:25,2012/01/07 00:00,2012/01/09 08:03,1970/01/01 00:00
9826800,169,151,239,205,1089653,4113.0,0.072469,3.6,2012/01/25 06:23,2012/01/25 00:00,2012/01/27 09:04,1970/01/01 00:00
9537223,169,169,239,205,1234769,990.0,1.0,12.0,2011/12/29 08:28,1970/01/01 00:00,1970/01/01 00:00,2012/01/03 22:24
9537163,169,169,239,205,1234769,990.0,1.0,12.0,2011/12/29 08:26,1970/01/01 00:00,1970/01/01 00:00,2012/01/03 22:24
9537286,169,169,239,205,1234769,990.0,1.0,6.0,2011/12/29 08:30,2011/12/29 00:00,2011/12/30 14:57,1970/01/01 00:00
9652063,169,169,239,205,1234769,3795.0,1.0,23.0,2012/01/07 05:20,2012/01/07 00:00,2012/01/08 12:51,1970/01/01 00:00
9722322,169,169,239,205,1137460,1320.0,1.0,10.4,2012/01/14 10:27,2012/01/14 00:00,2012/01/15 08:36,1970/01/01 00:00
9616010,169,151,239,205,604266,3120.0,0.074069,1.4,2012/01/03 18:05,1970/01/01 00:00,1970/01/01 00:00,2012/01/09 22:27
9642992,169,169,239,205,604266,3300.0,1.0,20.0,2012/01/06 07:59,1970/01/01 00:00,1970/01/01 00:00,2012/01/12 22:15
9519305,169,169,239,205,604266,1650.0,1.0,10.0,2011/12/28 07:49,2011/12/28 00:00,2011/12/28 09:51,1970/01/01 00:00
